first second
0.0 2.9024105389221555
0.0 2.9024031736526945
0.0 2.9023906586826347
0.0 2.9024
0.0 2.902404251497006
0.0 2.9023945508982036
0.0 2.9023955688622753
0.0 2.902400359281437
0.0 2.902388323353293
0.0 2.9023913173652693
0.0 2.9023915568862275
0.0 2.9023911976047905
0.0 2.9023924550898204
0.0 2.902402754491018
0.0 2.902401497005988
0.0 2.9023991017964073
0.0 2.9023991017964073
0.0 2.902393473053892
0.0 2.902391137724551
0.0 2.9023809580838322
0.0 2.9023780838323354
0.0 2.9023884431137725
0.0 2.9023804790419163
0.0 2.902388323353293
0.0 2.902382634730539
0.0 2.902390898203593
0.0 2.9023919161676646
0.0 2.902394491017964
0.0 2.9023963473053893
0.0 2.9023916766467064
0.0 2.902399880239521
0.0 2.9024002395209583
0.0 2.902395508982036
0.0 2.9024000598802395
0.0 2.9023911976047905
0.0 2.902385149700599
0.0 2.9023658083832333
0.0 2.9023615568862278
0.0 2.9023601796407186
0.0 2.902362275449102
0.0 2.9023607185628744
0.0 2.9023635329341317
0.0 2.902364730538922
0.0 2.9023692215568864
0.0 2.9023751497005987
0.0 2.902387724550898
0.0 2.902390778443114
0.0 2.902392994011976
0.0 2.902401137724551
0.0 2.902390898203593
0.0 2.902398502994012
0.0 2.902411017964072
0.0 2.90241
0.0 2.902409880239521
0.0 2.9024165269461077
0.0 2.9024059281437125
0.0 2.902395508982036
0.0 2.9023950299401196
0.0 2.9023868263473056
0.0 2.90238497005988
0.0 2.902380119760479
0.0 2.9023809580838322
0.0 2.9023798203592817
0.0 2.902385389221557
0.0 2.9023819760479044
0.0 2.9023862275449104
0.0 2.902407125748503
0.0 2.9023980239520957
0.0 2.9024005988023953
0.0 2.9024165269461077
0.0 2.9024138922155687
0.0 2.9024252095808385
0.0 2.902428622754491
0.0 2.9024288023952094
0.0 2.90242874251497
0.0 2.902430598802395
0.0 2.9024314371257485
0.0 2.902426886227545
0.0 2.9024411976047904
0.0 2.9024395808383234
0.0 2.902445988023952
0.0 2.9024353293413174
0.0 2.902436766467066
0.0 2.9024474251497008
0.0 2.902444610778443
0.0 2.902433233532934
0.0 2.9024321556886226
0.0 2.9024314371257485
0.0 2.9024432934131736
0.0 2.902449880239521
0.0 2.9024491616766466
0.0 2.9024353293413174
0.0 2.9024438323353294
0.0 2.9024482035928143
0.0 2.902453473053892
0.0 2.9024465868263474
0.0 2.902445269461078
0.0 2.9024288023952094
0.0 2.9024319760479043
0.0 2.9024345508982035
0.0 2.902426766467066
0.0 2.9024459281437127
0.0 2.90242251497006
0.0 2.9024345508982035
0.0 2.9024346107784433
0.0 2.902441916167665
0.0 2.9024526946107785
0.0 2.9024486227544912
0.0 2.9024525748502996
0.0 2.90245
0.0 2.902441736526946
0.0 2.9024499401197605
0.0 2.902444131736527
0.0 2.9024449700598804
0.0 2.9024476646706585
0.0 2.9024359281437127
0.0 2.9024340718562875
0.0 2.9024366467065867
0.0 2.902433413173653
0.0 2.902438982035928
0.0 2.9024385628742513
0.0 2.9024292814371258
0.0 2.9024314371257485
0.0 2.902423952095808
0.0 2.902420838323353
0.0 2.902415149700599
0.0 2.9024041916167667
0.0 2.90240251497006
0.0 2.9024105988023954
0.0 2.9024082035928145
0.0 2.9023978443113774
0.0 2.9024060479041918
0.0 2.902402994011976
0.0 2.9023895209580837
0.0 2.9023932335329343
0.0 2.902397005988024
0.0 2.9023839520958084
0.0 2.902387964071856
0.0 2.9023804191616764
0.0 2.902390718562874
0.0 2.902409041916168
0.0 2.9024152095808384
0.0 2.90241622754491
0.0 2.902410479041916
0.0 2.9024198203592815
0.0 2.9024308982035927
0.0 2.9024285628742517
0.0 2.902433353293413
0.0 2.902428203592814
0.0 2.9024238323353293
0.0 2.9024362275449103
0.0 2.902433413173653
0.0 2.9024304191616768
0.0 2.902419161676647
0.0 2.9024141916167663
0.0 2.9024196407185627
0.0 2.9024214371257484
0.0 2.902411736526946
0.0 2.9024119161676647
0.0 2.9024083233532934
0.0 2.902387125748503
0.0 2.9023894610778442
0.0 2.90238874251497
0.0 2.902389101796407
0.0 2.9023975449101798
0.0 2.902391976047904
0.0 2.9024043113772455
0.0 2.9024058083832336
0.0 2.90242
0.0 2.9024189221556886
0.0 2.9024120359281436
0.0 2.9024174251497006
0.0 2.902409880239521
0.0 2.9024115568862277
0.0 2.902403113772455
0.0 2.9023998203592813
0.0 2.9024004191616766
0.0 2.90241125748503
0.0 2.90240251497006
0.0 2.9024045508982037
0.0 2.9024094610778444
0.0 2.902412994011976
0.0 2.9024062874251495
0.0 2.9024013173652694
13434675.0 2.5219511976047904
65535000.0 1.0434396407185629
65535000.0 1.0434376646706587
65535000.0 1.0434434131736527
65535000.0 1.0434441317365268
65535000.0 1.043444011976048
65535000.0 1.0434451497005988
65535000.0 1.043447125748503
65535000.0 1.0434401796407187
65535000.0 1.0434500598802394
65535000.0 1.0434505988023952
65535000.0 1.0434514371257484
65535000.0 1.0434434730538922
65535000.0 1.043444730538922
65535000.0 1.0434505988023952
65535000.0 1.043455988023952
65535000.0 1.0434665269461079
65535000.0 1.0434679041916168
65535000.0 1.043467245508982
65535000.0 1.0434695808383234
65535000.0 1.0434669461077843
65535000.0 1.043467125748503
65535000.0 1.043475389221557
65535000.0 1.0434723353293414
65535000.0 1.0434550299401197
65535000.0 1.043471616766467
65535000.0 1.0434613173652694
65535000.0 1.0434504191616767
65535000.0 1.0434466467065868
65535000.0 1.043456107784431
65535000.0 1.0434649700598801
65535000.0 1.0434657485029941
65535000.0 1.0434782035928143
65535000.0 1.0434458083832336
65535000.0 1.0434007185628742
65535000.0 1.0433354491017963
65535000.0 1.0433577844311377
65535000.0 1.0433875449101797
65535000.0 1.0434137125748504
65535000.0 1.0434244311377245
65535000.0 1.0434322155688622
65535000.0 1.0434511976047904
65535000.0 1.043457365269461
65535000.0 1.0434776646706587
65535000.0 1.043454251497006
65535000.0 1.0434576047904192
65535000.0 1.043450359281437
65535000.0 1.0434376047904192
65535000.0 1.0434567065868263
65535000.0 1.0434511976047904
65535000.0 1.0434535928143713
65535000.0 1.0434691017964073
65535000.0 1.0434868862275448
65535000.0 1.04352
65535000.0 1.0435890419161677
65535000.0 1.0435695808383234
65535000.0 1.0437869461077844
65535000.0 1.0439244910179641
65535000.0 1.044030119760479
65535000.0 1.0437477245508981
65535000.0 1.0438951497005988
65535000.0 1.0439195209580838
65535000.0 1.0436779041916167
65535000.0 1.0434634131736527
65535000.0 1.0434989820359282
65535000.0 1.0436417365269461
65535000.0 1.043767005988024
65535000.0 1.0438165868263474
65535000.0 1.0438333532934132
65535000.0 1.0438764071856288
65535000.0 1.043822874251497
65535000.0 1.0436908383233532
65535000.0 1.0437222155688624
65535000.0 1.0437159880239522
65535000.0 1.0436792215568862
65535000.0 1.0436771856287426
65535000.0 1.043655988023952
65535000.0 1.0437162874251498
65535000.0 1.043865748502994
65535000.0 1.0439856886227545
65535000.0 1.0439035329341317
65535000.0 1.0437929940119761
65535000.0 1.0436237724550899
65535000.0 1.043550119760479
65535000.0 1.0435403592814372
65535000.0 1.043569880239521
65535000.0 1.0434869461077845
65535000.0 1.043507125748503
65535000.0 1.043541497005988
65535000.0 1.0436092814371258
65535000.0 1.0436825748502994
65535000.0 1.0436208383233534
65535000.0 1.0436131736526946
65535000.0 1.043709101796407
65535000.0 1.043795628742515
65535000.0 1.0438940718562875
65535000.0 1.0438010778443114
65535000.0 1.0436535928143713
65535000.0 1.0436503592814372
65535000.0 1.0436719161676646
65535000.0 1.0436030538922156
65535000.0 1.043677245508982
65535000.0 1.0437320958083833
65535000.0 1.0437698203592813
65535000.0 1.0437824550898203
65535000.0 1.0437108982035928
65535000.0 1.043484371257485
65535000.0 1.0434029341317366
65535000.0 1.043491377245509
65535000.0 1.0435856886227546
65535000.0 1.043682874251497
65535000.0 1.0436579640718562
65535000.0 1.043549640718563
65535000.0 1.0433040718562874
65535000.0 1.0431717365269462
65535000.0 1.0432745508982035
65535000.0 1.0434798802395209
65535000.0 1.0434579640718562
65535000.0 1.0434605389221556
65535000.0 1.04350874251497
65535000.0 1.0434749700598802
65535000.0 1.0435524550898203
65535000.0 1.0435689221556885
65535000.0 1.0435666467065867
65535000.0 1.0435747305389222
65535000.0 1.0436019161676646
65535000.0 1.043646886227545
65535000.0 1.04366377245509
65535000.0 1.0436807185628743
65535000.0 1.0437032934131736
65535000.0 1.0437122754491017
65535000.0 1.0437052694610778
65535000.0 1.0437221556886227
65535000.0 1.0437489820359283
65535000.0 1.0437647305389222
65535000.0 1.0438001796407186
65535000.0 1.0438188023952095
65535000.0 1.0438106586826348
65535000.0 1.0437979640718562
65535000.0 1.0437979640718562
65535000.0 1.043797005988024
65535000.0 1.0437859880239522
65535000.0 1.0437827544910179
65535000.0 1.0437667664670658
65535000.0 1.0437602994011976
65535000.0 1.0437510778443113
65535000.0 1.0437519760479042
65535000.0 1.0437474251497005
65535000.0 1.0437400598802395
65535000.0 1.0437220359281436
65535000.0 1.0437283233532935
65535000.0 1.0437635329341317
65535000.0 1.0437725149700599
65535000.0 1.0437829341317366
65535000.0 1.0437832335329342
65535000.0 1.0437808982035928
65535000.0 1.0437681437125748
65535000.0 1.0437631736526947
65535000.0 1.0437614371257484
65535000.0 1.0437592814371257
65535000.0 1.043765868263473
65535000.0 1.0437617964071857
65535000.0 1.0437493413173653
65535000.0 1.0437502395209581
65535000.0 1.0437621556886227
65535000.0 1.0437578443113773
65535000.0 1.043742874251497
65535000.0 1.043750119760479
65535000.0 1.043755748502994
65535000.0 1.0437576646706588
65535000.0 1.0437608982035929
65535000.0 1.0437648502994012
65535000.0 1.0437679041916168
65535000.0 1.0437711377245509
65535000.0 1.0437722155688622
65535000.0 1.0437611976047905
65535000.0 1.043787245508982
65535000.0 1.0437941916167666
65535000.0 1.0437956886227544
65535000.0 1.0437917964071857
65535000.0 1.0437956886227544
65535000.0 1.0437967664670658
65535000.0 1.0437912574850299
65535000.0 1.0437999401197604
65535000.0 1.0438093413173652
65535000.0 1.0438082035928145
65535000.0 1.043805628742515
65535000.0 1.043788502994012
65535000.0 1.0437990419161676
65535000.0 1.0437911377245508
65535000.0 1.0437638922155688
65535000.0 1.0436560479041916
65535000.0 1.0436035928143712
65535000.0 1.043635868263473
65535000.0 1.0436520359281438
65535000.0 1.0436600598802395
65535000.0 1.0436734131736527
65535000.0 1.0436941916167666
65535000.0 1.0437170658682635
65535000.0 1.0437151497005988
65535000.0 1.043725748502994
65535000.0 1.0437302994011977
65535000.0 1.0437481437125748
65535000.0 1.0437658083832335
65535000.0 1.043763113772455
65535000.0 1.043749640718563
65535000.0 1.043765508982036
65535000.0 1.0437644311377245
65535000.0 1.04376125748503
65535000.0 1.043763113772455
65535000.0 1.0437684431137724
65535000.0 1.0437504191616767
65535000.0 1.0437438323353294
65535000.0 1.0437497005988023
65535000.0 1.0437422754491017
65535000.0 1.0437392215568861
65535000.0 1.043751377245509
65535000.0 1.0437417365269461
65535000.0 1.0437486826347306
65535000.0 1.043749640718563
65535000.0 1.0437489820359283
65535000.0 1.043751377245509
65535000.0 1.043744131736527
65535000.0 1.0437321556886228
65535000.0 1.0437434131736527
65535000.0 1.0437186826347304
65535000.0 1.0437297604790419
65535000.0 1.0437343113772455
65535000.0 1.0437280239520959
65535000.0 1.0437393413173652
65535000.0 1.0437401796407186
65535000.0 1.0437305389221556
65535000.0 1.043737125748503
65535000.0 1.0437365868263473
65535000.0 1.0437230538922155
65535000.0 1.043721137724551
65535000.0 1.043721497005988
65535000.0 1.043721017964072
65535000.0 1.0437075449101796
65535000.0 1.0437551497005988
65535000.0 1.0437434131736527
65535000.0 1.0437353892215568
65535000.0 1.0437237125748502
65535000.0 1.0437282634730538
65535000.0 1.0437264670658684
65535000.0 1.043725748502994
65535000.0 1.0437149700598802
65535000.0 1.0437138323353294
65535000.0 1.0436955688622755
65535000.0 1.043701616766467
65535000.0 1.0437083233532933
65535000.0 1.0437128143712575
65535000.0 1.0437154491017964
65535000.0 1.043715628742515
65535000.0 1.04370874251497
65535000.0 1.0436839520958083
65535000.0 1.0436835329341316
65535000.0 1.043684011976048
65535000.0 1.0436813173652695
65535000.0 1.0436845508982036
65535000.0 1.0436813173652695
65535000.0 1.0436870658682635
65535000.0 1.0436980239520959
65535000.0 1.0436888023952096
65535000.0 1.0436834131736528
65535000.0 1.0436921556886227
65535000.0 1.0436933532934132
65535000.0 1.0437047305389222
65535000.0 1.0437107185628742
65535000.0 1.0437162874251498
65535000.0 1.0437109580838324
65535000.0 1.0436992215568863
65535000.0 1.0437034131736527
65535000.0 1.0436968263473054
65535000.0 1.0437059281437127
65535000.0 1.043711976047904
65535000.0 1.04372
65535000.0 1.0436984431137724
65535000.0 1.043700239520958
65535000.0 1.0436947904191616
65535000.0 1.0436870059880239
65535000.0 1.0436913173652695
65535000.0 1.0436884431137725
65535000.0 1.0436817964071856
65535000.0 1.043675868263473
65535000.0 1.043671497005988
65535000.0 1.0436062275449103
65535000.0 1.0434836526946107
65535000.0 1.0434421556886229
65535000.0 1.0432402395209581
65535000.0 1.0429850299401198
65535000.0 1.0430649700598802
65535000.0 1.0431925149700598
65535000.0 1.043349880239521
65535000.0 1.0434539520958084
65535000.0 1.043573113772455
65535000.0 1.043671377245509
65535000.0 1.0437082035928145
65535000.0 1.0437320359281437
65535000.0 1.043711976047904
65535000.0 1.0437122155688623
65535000.0 1.043689880239521
65535000.0 1.0435535329341317
65535000.0 1.0434768263473053
65535000.0 1.0434531736526946
65535000.0 1.0435605389221556
65535000.0 1.043561616766467
65535000.0 1.0436421556886228
65535000.0 1.0436849700598803
65535000.0 1.0436940718562875
65535000.0 1.0437221556886227
65535000.0 1.0437478443113772
65535000.0 1.04378
65535000.0 1.0438020359281437
65535000.0 1.043791497005988
65535000.0 1.0437605389221556
65535000.0 1.0437568263473054
65535000.0 1.0437709580838324
65535000.0 1.043801736526946
65535000.0 1.0438073053892216
65535000.0 1.0438153293413173
65535000.0 1.0438337125748502
65535000.0 1.0438553293413173
65535000.0 1.0438624550898203
65535000.0 1.0438151497005987
65535000.0 1.0437939520958084
65535000.0 1.0437180239520958
65535000.0 1.0433748502994011
65535000.0 1.042850239520958
65535000.0 1.042303892215569
65535000.0 1.041551856287425
65535000.0 1.041359520958084
65535000.0 1.0415976047904192
65535000.0 1.0419190419161677
65535000.0 1.0421200598802396
65535000.0 1.042475508982036
65535000.0 1.0427434730538923
65535000.0 1.042852994011976
65535000.0 1.0430119161676648
65535000.0 1.0430660479041916
65535000.0 1.0428294610778444
65535000.0 1.0427249700598802
65535000.0 1.0428377844311376
65535000.0 1.0431323952095808
65535000.0 1.043051616766467
65535000.0 1.0432017365269461
65535000.0 1.043285269461078
65535000.0 1.0436682634730539
65535000.0 1.0438401796407186
65535000.0 1.0440574850299402
65535000.0 1.043954730538922
65535000.0 1.043624610778443
65535000.0 1.0434520958083833
65535000.0 1.0433812574850299
65535000.0 1.0433008982035927
65535000.0 1.0436188622754492
65535000.0 1.0438276047904191
65535000.0 1.043891137724551
65535000.0 1.0438343113772455
65535000.0 1.0438150299401197
65535000.0 1.043752754491018
65535000.0 1.043774251497006
65535000.0 1.0438333532934132
65535000.0 1.0439877245508982
65535000.0 1.0440863473053892
65535000.0 1.0441626946107785
65535000.0 1.0442559880239521
65535000.0 1.0442646706586827
65535000.0 1.044264730538922
65535000.0 1.0442676646706588
65535000.0 1.04426748502994
65535000.0 1.0442567065868265
65535000.0 1.0442663473053893
65535000.0 1.0442832335329342
65535000.0 1.0443107784431138
65535000.0 1.0443028143712574
65535000.0 1.0443221556886229
65535000.0 1.0443270658682635
65535000.0 1.0443352095808383
65535000.0 1.0443188622754491
65535000.0 1.0443089820359281
65535000.0 1.0442861077844312
65535000.0 1.0442776047904192
65535000.0 1.0442697005988024
65535000.0 1.0442595209580838
65535000.0 1.0442602994011976
65535000.0 1.0442858083832336
65535000.0 1.044312634730539
65535000.0 1.0443566467065868
65535000.0 1.0443473053892216
65535000.0 1.0442792215568861
65535000.0 1.0442559281437125
65535000.0 1.0442280838323352
65535000.0 1.0441719161676646
65535000.0 1.044138862275449
65535000.0 1.044112874251497
65535000.0 1.0441083233532935
65535000.0 1.0440880838323354
65535000.0 1.0440778443113772
65535000.0 1.0440836526946107
65535000.0 1.044068622754491
65535000.0 1.0440882035928143
65535000.0 1.0441162874251497
65535000.0 1.0441163473053892
65535000.0 1.0441340119760478
65535000.0 1.04415125748503
65535000.0 1.0441667065868263
65535000.0 1.0441782035928144
65535000.0 1.0441650898203594
65535000.0 1.044155748502994
65535000.0 1.0441488023952097
65535000.0 1.044114850299401
65535000.0 1.0440793413173652
65535000.0 1.0440376646706586
65535000.0 1.0439846706586826
65535000.0 1.0439567065868263
65535000.0 1.0439217964071856
65535000.0 1.0438650898203592
65535000.0 1.0438247904191618
65535000.0 1.043771377245509
65535000.0 1.0437565868263472
65535000.0 1.043762395209581
65535000.0 1.0437852694610779
65535000.0 1.0438514371257486
65535000.0 1.043934131736527
65535000.0 1.0439722754491019
65535000.0 1.0439965868263472
65535000.0 1.044002754491018
65535000.0 1.0440056886227544
65535000.0 1.0440174850299402
65535000.0 1.0440036526946108
65535000.0 1.0439935329341317
65535000.0 1.0439697005988025
65535000.0 1.0439367664670658
65535000.0 1.04392251497006
65535000.0 1.0438932934131737
65535000.0 1.0438677245508983
65535000.0 1.04383
65535000.0 1.043788982035928
65535000.0 1.0437579041916167
65535000.0 1.0437379041916168
65535000.0 1.0437134131736527
65535000.0 1.043695988023952
65535000.0 1.043667125748503
65535000.0 1.0436876646706588
65535000.0 1.0437520958083832
65535000.0 1.0437947904191616
65535000.0 1.043871497005988
65535000.0 1.0438715568862276
65535000.0 1.0437617964071857
65535000.0 1.0436538323353293
65535000.0 1.0436277844311377
65535000.0 1.0436224550898203
65535000.0 1.043591017964072
65535000.0 1.0435717365269461
65535000.0 1.043593233532934
65535000.0 1.0436094610778444
65535000.0 1.0436190419161677
65535000.0 1.0436375449101796
65535000.0 1.0436171856287426
65535000.0 1.0436146706586826
65535000.0 1.0435845508982036
65535000.0 1.0435605389221556
65535000.0 1.04356377245509
65535000.0 1.0435771856287426
65535000.0 1.0436038323353294
65535000.0 1.0436392814371258
65535000.0 1.0436522754491018
65535000.0 1.0436774251497005
65535000.0 1.0436929940119761
65535000.0 1.043701616766467
65535000.0 1.0437082035928145
65535000.0 1.0437170059880239
65535000.0 1.043722874251497
65535000.0 1.0437494011976047
65535000.0 1.0437676646706586
65535000.0 1.0437862874251498
65535000.0 1.0437962874251496
65535000.0 1.043795269461078
65535000.0 1.0438153293413173
65535000.0 1.043814251497006
65535000.0 1.0438094610778443
65535000.0 1.043818263473054
65535000.0 1.0438411976047903
65535000.0 1.0438508383233533
65535000.0 1.0438573652694612
65535000.0 1.0438619161676648
65535000.0 1.0438818562874252
65535000.0 1.043885748502994
65535000.0 1.043877365269461
65535000.0 1.0438974251497006
65535000.0 1.0439065269461079
65535000.0 1.043904251497006
65535000.0 1.0438989820359281
65535000.0 1.0438888023952095
65535000.0 1.0438815568862276
65535000.0 1.0438870059880239
65535000.0 1.0438963473053893
65535000.0 1.0438834730538922
65535000.0 1.0438905988023952
65535000.0 1.043877245508982
65535000.0 1.0438826946107784
65535000.0 1.0438767065868264
65535000.0 1.0438761077844312
65535000.0 1.0438777245508981
65535000.0 1.043867365269461
65535000.0 1.043869760479042
65535000.0 1.0438650898203592
65535000.0 1.0438694610778443
65535000.0 1.0438621556886227
65535000.0 1.0438649700598803
65535000.0 1.0438553293413173
65535000.0 1.0438633532934132
65535000.0 1.043863233532934
65535000.0 1.0438678443113771
65535000.0 1.0438699401197604
65535000.0 1.0438753892215569
65535000.0 1.0438779041916169
65535000.0 1.043870239520958
65535000.0 1.0438794610778444
65535000.0 1.0438827544910179
65535000.0 1.0438893413173653
65535000.0 1.0438878443113773
65535000.0 1.0438893413173653
65535000.0 1.043892874251497
65535000.0 1.0438838323353294
65535000.0 1.0439063473053891
65535000.0 1.0439082634730539
65535000.0 1.0439064071856288
65535000.0 1.04391
65535000.0 1.0438994610778443
65535000.0 1.0439041916167664
65535000.0 1.0439028143712574
65535000.0 1.0438898203592815
65535000.0 1.0438975449101797
65535000.0 1.0438859880239522
65535000.0 1.043886766467066
65535000.0 1.0438771856287425
65535000.0 1.0438732934131736
65535000.0 1.0438749700598802
65535000.0 1.0438665868263473
65535000.0 1.0438766467065868
65535000.0 1.0438808383233533
65535000.0 1.0438828143712575
65535000.0 1.0438874251497006
65535000.0 1.0438921556886227
65535000.0 1.043887245508982
65535000.0 1.0438913173652695
65535000.0 1.0439025149700598
65535000.0 1.0438907185628743
65535000.0 1.0438873053892215
65535000.0 1.0438823353293414
65535000.0 1.0438923353293412
65535000.0 1.043895988023952
65535000.0 1.043893233532934
65535000.0 1.0439025149700598
65535000.0 1.0438994610778443
65535000.0 1.0438979640718562
65535000.0 1.0438983233532935
65535000.0 1.0438984431137726
65535000.0 1.0439105389221557
65535000.0 1.0439102994011975
65535000.0 1.0439101796407186
65535000.0 1.043900239520958
65535000.0 1.0439066467065867
65535000.0 1.04390377245509
65535000.0 1.0438980239520959
65535000.0 1.0438967065868263
65535000.0 1.0438895209580838
65535000.0 1.0439028143712574
65535000.0 1.0439008383233532
65535000.0 1.0438891616766468
65535000.0 1.0438856886227545
65535000.0 1.0438908982035928
65535000.0 1.0438922155688624
65535000.0 1.0438904790419161
65535000.0 1.0438895209580838
65535000.0 1.043875508982036
65535000.0 1.0438713173652694
65535000.0 1.0438696407185628
65535000.0 1.0438565269461078
65535000.0 1.0438568862275448
65535000.0 1.0438675449101797
65535000.0 1.0438722155688622
65535000.0 1.0438636526946108
65535000.0 1.0438611377245508
65535000.0 1.043848622754491
65535000.0 1.0438430538922157
65535000.0 1.0438434730538921
65535000.0 1.0438431736526945
65535000.0 1.043836646706587
65535000.0 1.0438480239520957
65535000.0 1.0438296407185628
65535000.0 1.0438244910179642
65535000.0 1.0438348502994013
65535000.0 1.0438423952095808
65535000.0 1.0438455688622754
65535000.0 1.0438440718562874
65535000.0 1.043845389221557
65535000.0 1.0438337125748502
65535000.0 1.0438447305389222
65535000.0 1.0438439520958085
65535000.0 1.0438138922155689
65535000.0 1.043827125748503
65535000.0 1.0438270658682636
65535000.0 1.0438334131736526
65535000.0 1.0438328143712574
65535000.0 1.0438374850299401
65535000.0 1.0438391017964073
65535000.0 1.0438316766467066
65535000.0 1.0438285628742514
65535000.0 1.0438315568862275
65535000.0 1.0438334730538923
65535000.0 1.0438323353293413
65535000.0 1.0438407185628742
65535000.0 1.043841497005988
65535000.0 1.0438437125748503
65535000.0 1.0438493413173653
65535000.0 1.043847245508982
65535000.0 1.0438346706586827
65535000.0 1.04385
65535000.0 1.0439008982035929
65535000.0 1.0439049101796407
65535000.0 1.043891137724551
65535000.0 1.0438805389221557
65535000.0 1.0438788622754491
65535000.0 1.0438870059880239
65535000.0 1.0438667664670658
65535000.0 1.043866646706587
65535000.0 1.0438684431137724
65535000.0 1.043869760479042
65535000.0 1.0438652095808383
65535000.0 1.0438611976047905
65535000.0 1.0438505988023952
65535000.0 1.043845748502994
65535000.0 1.0438678443113771
65535000.0 1.0438849700598802
65535000.0 1.0438700598802395
65535000.0 1.0438628143712574
65535000.0 1.0438661676646706
65535000.0 1.0438723952095808
65535000.0 1.0438620359281436
65535000.0 1.043856107784431
65535000.0 1.0438530538922155
65535000.0 1.0438481437125748
65535000.0 1.0438462874251497
65535000.0 1.0438468263473053
65535000.0 1.0438468263473053
65535000.0 1.0438374850299401
65535000.0 1.043836646706587
65535000.0 1.0438409580838324
65535000.0 1.0438286826347305
65535000.0 1.043818263473054
65535000.0 1.0438014371257485
65535000.0 1.0437859281437125
65535000.0 1.043794610778443
65535000.0 1.0437831736526946
65535000.0 1.0437575449101797
65535000.0 1.0436744311377246
65535000.0 1.0436337125748503
65535000.0 1.0437066467065867
65535000.0 1.0437197005988024
65535000.0 1.0437365269461079
65535000.0 1.043731497005988
65535000.0 1.0437450898203593
65535000.0 1.0437623353293413
65535000.0 1.0437691017964073
65535000.0 1.043772874251497
65535000.0 1.0437729341317366
65535000.0 1.0437737125748503
65535000.0 1.0437780239520957
65535000.0 1.0437805988023952
65535000.0 1.0437867065868263
65535000.0 1.0437668263473054
65535000.0 1.0437794011976047
65535000.0 1.043786107784431
65535000.0 1.0437934730538923
65535000.0 1.0437930538922155
65535000.0 1.0437996407185628
65535000.0 1.0438029341317365
65535000.0 1.0438058083832336
65535000.0 1.0437948502994012
65535000.0 1.0437852694610779
65535000.0 1.0437789820359282
65535000.0 1.043771736526946
65535000.0 1.0437818562874253
